bill_id,people_id,position
1716909,477,3
1716909,931,6
1716909,18220,1
1716909,20815,4
1716909,20816,2
1716909,22079,5
1716909,22081,7
1716918,11213,3
1716918,18900,1
1716918,22080,2
1716931,262,7
1716931,277,20
1716931,466,16
1716931,470,18
1716931,902,21
1716931,917,10
1716931,11527,17
1716931,13010,23
1716931,14166,13
1716931,16748,2
1716931,16869,15
1716931,16870,5
1716931,16956,8
1716931,16957,19
1716931,17529,12
1716931,18795,1
1716931,18900,11
1716931,18946,3
1716931,21371,4
1716931,22078,22
1716931,22079,14
1716931,22080,9
1716931,23556,6
1716948,466,12
1716948,503,10
1716948,917,7
1716948,931,5
1716948,11213,14
1716948,13010,6
1716948,16869,13
1716948,16957,3
1716948,17713,1
1716948,18220,4
1716948,18516,17
1716948,20563,15
1716948,20816,16
1716948,22079,9
1716948,22080,11
1716948,22081,2
1716948,23149,8
1716950,339,5
1716950,11527,7
1716950,16748,8
1716950,16869,2
1716950,16870,1
1716950,17529,6
1716950,21372,3
1716950,23555,4
1720302,11213,3
1720302,16869,4
1720302,18795,1
1720302,22040,2
1720310,262,3
1720310,277,1
1720310,339,8
1720310,465,14
1720310,902,2
1720310,934,11
1720310,11213,24
1720310,11527,6
1720310,13010,17
1720310,16748,22
1720310,16869,19
1720310,16870,18
1720310,16956,16
1720310,17529,9
1720310,17713,10
1720310,18516,23
1720310,18795,21
1720310,18900,12
1720310,18946,13
1720310,20817,20
1720310,22040,7
1720310,22080,15
1720310,22938,5
1720310,23555,4
1720359,277,3
1720359,481,5
1720359,902,4
1720359,16748,12
1720359,16870,1
1720359,16956,7
1720359,17713,8
1720359,18946,6
1720359,21371,2
1720359,21372,10
1720359,22040,9
1720359,22080,11
1720399,339,4
1720399,470,8
1720399,16748,7
1720399,16870,6
1720399,16956,2
1720399,18946,5
1720399,21372,1
1720399,23149,3
1720442,465,5
1720442,13010,4
1720442,16748,2
1720442,16956,3
1720442,17529,6
1720442,20816,7
1720442,21372,1
1720488,277,4
1720488,465,1
1720488,934,8
1720488,11527,12
1720488,16870,6
1720488,16956,10
1720488,17529,13
1720488,17713,7
1720488,18795,2
1720488,18900,9
1720488,18946,11
1720488,21372,3
1720488,22040,5
1720536,277,5
1720536,339,6
1720536,16748,3
1720536,16956,4
1720536,17529,7
1720536,21372,1
1720536,22040,2
1720577,339,5
1720577,465,11
1720577,466,3
1720577,470,12
1720577,481,4
1720577,917,2
1720577,11809,17
1720577,13010,8
1720577,16870,14
1720577,16956,9
1720577,17529,15
1720577,18220,18
1720577,20563,7
1720577,20816,13
1720577,21372,16
1720577,22040,1
1720577,22079,6
1720577,22080,10
1720883,293,1
1721173,11213,1
1721438,339,12
1721438,470,11
1721438,477,3
1721438,16748,13
1721438,16870,5
1721438,16956,8
1721438,17529,14
1721438,17713,9
1721438,18220,10
1721438,18795,6
1721438,18900,1
1721438,18946,4
1721438,22040,2
1721438,22079,7
1721705,18795,1
1721804,262,14
1721804,465,4
1721804,470,10
1721804,503,9
1721804,917,19
1721804,931,5
1721804,11213,3
1721804,13010,11
1721804,14146,16
1721804,16869,12
1721804,16956,17
1721804,17529,8
1721804,17713,1
1721804,18900,20
1721804,20563,6
1721804,20816,21
1721804,22040,18
1721804,22078,15
1721804,22080,13
1721804,23149,7
1721804,23556,2
1721906,11213,3
1721906,13010,4
1721906,16748,7
1721906,16869,6
1721906,16870,1
1721906,16956,5
1721906,18795,2
1723409,907,2
1723409,14167,1
1723409,16744,4
1723409,18218,3
1723557,16744,1
1723698,277,3
1723698,339,9
1723698,465,10
1723698,470,11
1723698,503,2
1723698,11527,13
1723698,14166,1
1723698,16869,7
1723698,16956,6
1723698,18795,5
1723698,20816,12
1723698,22040,4
1723698,22080,8
1723713,402,7
1723713,11531,5
1723713,11810,4
1723713,11817,6
1723713,16773,10
1723713,19969,3
1723713,20000,1
1723713,21383,8
1723713,22023,2
1723713,22043,9
1723747,440,9
1723747,11531,3
1723747,13960,6
1723747,14169,8
1723747,17363,7
1723747,19969,2
1723747,19980,4
1723747,20000,1
1723747,24733,11
1723747,24740,10
1723747,24845,5
1723785,312,4
1723785,365,8
1723785,440,7
1723785,14162,6
1723785,19969,3
1723785,20000,1
1723785,22023,2
1723785,22028,5
1723785,24957,9
1723824,312,4
1723824,365,8
1723824,440,7
1723824,14162,6
1723824,19969,3
1723824,20000,1
1723824,22023,2
1723824,22028,5
1723824,24957,9
1723866,906,3
1723866,11812,5
1723866,14139,9
1723866,14153,8
1723866,14167,1
1723866,14169,6
1723866,16035,4
1723866,17710,7
1723866,17712,2
1723906,402,4
1723906,14154,2
1723906,16773,6
1723906,20000,1
1723906,22033,3
1723906,22043,5
1723906,24736,7
1723946,11531,2
1723946,14154,4
1723946,14162,7
1723946,16773,10
1723946,17012,5
1723946,17363,8
1723946,20000,1
1723946,21383,9
1723946,22030,3
1723946,24846,6
1723987,287,2
1723987,11817,3
1723987,11821,1
1723987,14142,9
1723987,19978,4
1723987,19980,10
1723987,21383,7
1723987,22034,6
1723987,22043,8
1723987,24733,5
1724026,465,8
1724026,470,6
1724026,477,10
1724026,11809,1
1724026,13010,4
1724026,16869,11
1724026,16956,2
1724026,18900,5
1724026,20815,9
1724026,22040,3
1724026,22078,7
1724072,378,4
1724072,402,5
1724072,14154,2
1724072,19994,6
1724072,20000,1
1724072,22043,7
1724072,24736,3
1724112,914,3
1724112,14157,4
1724112,19969,2
1724112,20000,1
1724152,413,9
1724152,17571,5
1724152,20000,1
1724152,22023,3
1724152,22029,7
1724152,22043,8
1724152,24734,6
1724152,24833,2
1724152,24839,4
1724193,378,2
1724193,11821,1
1724193,16773,4
1724193,21383,3
1724234,14154,4
1724234,20000,1
1724234,22033,3
1724234,24740,5
1724234,24839,2
1724272,906,3
1724272,11812,5
1724272,14139,9
1724272,14153,8
1724272,14167,1
1724272,14169,6
1724272,16035,4
1724272,17710,7
1724272,17712,2
1724313,312,2
1724313,402,8
1724313,11531,3
1724313,11533,6
1724313,11814,1
1724313,13960,7
1724313,14154,4
1724313,17571,12
1724313,18226,5
1724313,20000,11
1724313,21383,9
1724313,22044,10
1724353,14169,4
1724353,16773,6
1724353,17933,7
1724353,19969,2
1724353,20000,1
1724353,24736,3
1724353,24747,5
1724401,312,4
1724401,365,17
1724401,402,19
1724401,440,24
1724401,11817,10
1724401,14154,13
1724401,16773,26
1724401,17508,20
1724401,17967,2
1724401,18228,16
1724401,18236,3
1724401,19066,29
1724401,19968,5
1724401,19969,6
1724401,19978,11
1724401,19995,21
1724401,19996,22
1724401,20000,1
1724401,20002,25
1724401,20005,12
1724401,22028,8
1724401,22033,14
1724401,22034,30
1724401,22038,18
1724401,22043,23
1724401,24731,7
1724401,24745,27
1724401,24835,28
1724401,24842,9
1724401,24847,15
1724997,402,8
1724997,11810,4
1724997,14154,6
1724997,17012,7
1724997,18221,3
1724997,22023,2
1724997,22037,1
1724997,22043,9
1724997,24839,5
1724997,24852,10
1725017,16773,2
1725017,17012,3
1725017,22935,1
1725040,919,2
1725040,13962,5
1725040,14154,4
1725040,17305,3
1725040,19656,1
1725040,19974,6
1725066,402,4
1725066,11810,3
1725066,14154,5
1725066,17262,6
1725066,19656,1
1725066,19969,2
1725066,19974,7
1725090,18226,3
1725090,21366,1
1725090,21383,6
1725090,22023,2
1725090,22025,8
1725090,22037,5
1725090,22043,7
1725090,24847,4
1725110,402,2
1725110,16773,4
1725110,19656,1
1725110,21383,6
1725110,22023,5
1725110,22030,3
1725136,17363,5
1725136,18221,3
1725136,19987,4
1725136,20000,6
1725136,22037,1
1725136,24747,2
1725161,402,3
1725161,19968,2
1725161,21366,1
1725184,21366,1
1725209,378,6
1725209,929,8
1725209,14154,3
1725209,18226,4
1725209,19969,2
1725209,19991,9
1725209,20000,10
1725209,21366,1
1725209,21383,7
1725209,24847,5
1725230,13962,4
1725230,17262,5
1725230,21366,1
1725230,22036,3
1725230,24736,6
1725230,24847,2
1725253,13960,5
1725253,13962,6
1725253,14154,3
1725253,17012,4
1725253,21383,7
1725253,22030,2
1725253,22037,1
1725253,22044,9
1725253,24852,8
1725277,378,7
1725277,402,9
1725277,929,8
1725277,11531,4
1725277,14154,13
1725277,14167,11
1725277,19478,6
1725277,19971,3
1725277,21366,1
1725277,21383,10
1725277,22023,2
1725277,22028,5
1725277,22043,12
1725299,378,6
1725299,11817,2
1725299,14154,3
1725299,17012,4
1725299,18226,8
1725299,22037,1
1725299,22043,7
1725299,24847,5
1725335,378,5
1725335,11531,9
1725335,14154,3
1725335,16773,8
1725335,17012,4
1725335,21383,6
1725335,22032,1
1725335,22043,7
1725335,24839,2
1725354,342,5
1725354,402,2
1725354,919,8
1725354,14154,9
1725354,17571,12
1725354,19656,1
1725354,20000,6
1725354,21383,10
1725354,22023,7
1725354,22030,3
1725354,22036,4
1725354,24847,11
1725375,413,1
1725375,14154,2
1725375,22023,4
1725375,22043,3
1725375,24734,5
1725398,365,3
1725398,929,9
1725398,11533,11
1725398,16773,7
1725398,18226,8
1725398,19656,4
1725398,19969,2
1725398,21383,5
1725398,22032,1
1725398,22043,6
1725398,24736,10
1725419,17012,3
1725419,19969,2
1725419,22036,4
1725419,22037,1
1725419,22043,5
1725441,11531,2
1725441,11814,1
1725441,16773,7
1725441,17571,6
1725441,17605,3
1725441,19656,4
1725441,21383,5
1725463,19656,1
1725463,20000,2
1725463,22030,3
1725487,330,16
1725487,342,8
1725487,365,20
1725487,402,12
1725487,14154,18
1725487,14157,5
1725487,14162,11
1725487,14169,4
1725487,16773,14
1725487,17262,21
1725487,17363,15
1725487,17605,17
1725487,19656,1
1725487,19968,3
1725487,19969,6
1725487,19971,10
1725487,20000,9
1725487,21383,19
1725487,22030,2
1725487,22036,7
1725487,24729,22
1725487,24838,13
1725509,402,5
1725509,11810,2
1725509,14152,9
1725509,14154,3
1725509,16773,8
1725509,17012,4
1725509,17684,10
1725509,17707,16
1725509,21383,6
1725509,22037,1
1725509,22045,15
1725509,24736,11
1725509,24833,12
1725509,24834,14
1725509,24850,13
1725509,24852,7
1725537,11531,4
1725537,20000,6
1725537,21383,5
1725537,22023,2
1725537,22032,1
1725537,24839,3
1725563,14154,3
1725563,16773,4
1725563,19656,1
1725563,19981,5
1725563,21383,6
1725563,22030,2
1725584,293,25
1725584,342,7
1725584,378,13
1725584,413,1
1725584,919,4
1725584,11531,3
1725584,13960,11
1725584,14145,31
1725584,14154,6
1725584,16773,19
1725584,17508,29
1725584,17571,18
1725584,17605,12
1725584,19656,14
1725584,19967,2
1725584,19975,30
1725584,21383,15
1725584,22030,5
1725584,22036,10
1725584,22043,28
1725584,22044,16
1725584,22045,17
1725584,24729,24
1725584,24732,8
1725584,24734,32
1725584,24736,21
1725584,24745,27
1725584,24748,26
1725584,24830,23
1725584,24831,20
1725584,24839,22
1725584,24847,9
1725607,287,42
1725607,440,39
1725607,11812,19
1725607,14139,21
1725607,14142,46
1725607,14157,9
1725607,14169,6
1725607,17711,2
1725607,18228,10
1725607,18231,8
1725607,18234,30
1725607,18236,17
1725607,19066,14
1725607,19478,26
1725607,19970,16
1725607,19972,33
1725607,19979,50
1725607,19980,23
1725607,19983,38
1725607,19985,24
1725607,19991,44
1725607,19995,12
1725607,19999,32
1725607,20002,48
1725607,20004,36
1725607,21286,40
1725607,21350,4
1725607,21622,28
1725607,22028,27
1725607,22029,49
1725607,22033,25
1725607,22038,15
1725607,22039,13
1725607,22041,5
1725607,23134,18
1725607,24733,3
1725607,24735,47
1725607,24739,51
1725607,24742,7
1725607,24743,20
1725607,24744,43
1725607,24746,45
1725607,24747,1
1725607,24832,31
1725607,24838,22
1725607,24840,34
1725607,24842,29
1725607,24845,41
1725607,24848,37
1725607,24849,11
1725607,24896,35
1725626,287,9
1725626,342,7
1725626,402,2
1725626,14154,6
1725626,16773,11
1725626,17262,3
1725626,19656,1
1725626,21383,8
1725626,22030,4
1725626,22043,10
1725626,24839,5
1725651,378,3
1725651,402,4
1725651,11810,2
1725651,22037,1
1725673,342,9
1725673,413,1
1725673,11531,3
1725673,13960,12
1725673,14154,8
1725673,16773,13
1725673,17305,7
1725673,19974,4
1725673,22023,2
1725673,22028,5
1725673,22030,6
1725673,22036,11
1725673,24734,10
1725673,24831,14
1725695,365,16
1725695,914,11
1725695,11812,2
1725695,14156,12
1725695,18228,6
1725695,19066,4
1725695,19970,8
1725695,19976,3
1725695,19985,14
1725695,19999,17
1725695,22037,7
1725695,22039,9
1725695,24728,13
1725695,24745,15
1725695,24747,1
1725695,24838,10
1725695,24849,5
1725720,312,5
1725720,421,7
1725720,11533,2
1725720,13962,4
1725720,17305,3
1725720,19656,1
1725720,21383,6
1725750,312,3
1725750,11531,4
1725750,11814,1
1725750,11817,5
1725750,13960,7
1725750,14154,6
1725750,16773,9
1725750,17605,8
1725750,19969,2
1725770,342,5
1725770,402,2
1725770,919,6
1725770,14154,4
1725770,16773,7
1725770,19656,1
1725770,22030,3
1725796,402,3
1725796,11821,4
1725796,14154,5
1725796,16773,6
1725796,19656,1
1725796,21383,7
1725796,22030,2
1725820,11531,7
1725820,13960,2
1725820,14152,1
1725820,14154,4
1725820,19971,3
1725820,21383,6
1725820,24839,5
1725842,287,2
1725842,413,1
1725842,21383,4
1725842,24734,5
1725842,24847,3
1725867,283,14
1725867,342,10
1725867,365,21
1725867,378,18
1725867,413,7
1725867,919,22
1725867,929,11
1725867,13960,5
1725867,14154,6
1725867,17012,12
1725867,17262,9
1725867,18217,19
1725867,18226,16
1725867,19967,8
1725867,19971,17
1725867,19975,20
1725867,21383,15
1725867,22030,4
1725867,22043,2
1725867,22044,3
1725867,22935,1
1725867,24846,13
1725891,342,3
1725891,413,6
1725891,909,20
1725891,11531,19
1725891,13960,5
1725891,16773,7
1725891,17605,8
1725891,18217,13
1725891,18226,4
1725891,19967,12
1725891,19974,16
1725891,19981,11
1725891,21383,15
1725891,22023,10
1725891,22030,14
1725891,22038,21
1725891,22043,9
1725891,24736,18
1725891,24831,23
1725891,24836,1
1725891,24837,17
1725891,24847,2
1725891,24852,22
1725913,11531,3
1725913,13960,8
1725913,14154,5
1725913,17262,10
1725913,18226,6
1725913,21366,1
1725913,21383,9
1725913,22030,4
1725913,22036,7
1725913,24837,2
1725973,365,6
1725973,413,1
1725973,16773,9
1725973,17012,4
1725973,18226,10
1725973,21383,8
1725973,22023,2
1725973,22030,3
1725973,22936,7
1725973,24734,11
1725973,24847,5
1726001,283,3
1726001,312,7
1726001,342,15
1726001,365,26
1726001,365,26
1726001,408,36
1726001,914,5
1726001,915,33
1726001,11531,34
1726001,13962,20
1726001,14154,13
1726001,14156,2
1726001,14162,19
1726001,14167,23
1726001,16773,25
1726001,17012,14
1726001,18228,18
1726001,19066,12
1726001,19478,38
1726001,19969,4
1726001,19970,6
1726001,19995,24
1726001,20002,35
1726001,21383,22
1726001,21622,8
1726001,22028,9
1726001,22030,11
1726001,22032,1
1726001,22035,17
1726001,22038,21
1726001,22043,28
1726001,22936,37
1726001,24733,16
1726001,24736,31
1726001,24831,27
1726001,24838,30
1726001,24839,32
1726001,24842,10
1726001,24848,29
1726029,342,5
1726029,413,1
1726029,13960,8
1726029,16773,11
1726029,17305,4
1726029,17571,10
1726029,18226,6
1726029,19974,2
1726029,21383,9
1726029,22030,3
1726029,22036,7
1726029,24734,12
1726057,16773,4
1726057,19974,2
1726057,21383,5
1726057,22032,1
1726057,24745,3
1726079,402,8
1726079,413,1
1726079,11810,3
1726079,14154,6
1726079,16773,10
1726079,17305,5
1726079,17571,9
1726079,19656,7
1726079,19969,2
1726079,22030,4
1726079,22043,11
1726079,24734,12
1726213,283,10
1726213,342,8
1726213,402,5
1726213,929,1
1726213,14145,6
1726213,14154,4
1726213,16773,11
1726213,19656,9
1726213,21383,12
1726213,22030,3
1726213,22036,7
1726213,22044,2
1726213,24847,13
1726261,342,5
1726261,11531,8
1726261,14154,2
1726261,17262,6
1726261,17508,14
1726261,19969,3
1726261,21383,7
1726261,22032,9
1726261,22036,4
1726261,22046,1
1726261,24736,11
1726261,24745,15
1726261,24748,12
1726261,24839,10
1726261,24851,13
1726312,342,12
1726312,378,6
1726312,402,2
1726312,11530,1
1726312,13960,14
1726312,14152,3
1726312,14154,5
1726312,17012,4
1726312,17363,19
1726312,17684,10
1726312,17707,18
1726312,18221,20
1726312,19656,8
1726312,19657,9
1726312,19982,17
1726312,22023,7
1726312,22030,16
1726312,22045,15
1726312,24833,11
1726312,24850,13
1726363,378,4
1726363,929,1
1726363,14154,2
1726363,16773,3
1726417,14152,3
1726417,14154,4
1726417,14162,7
1726417,17305,1
1726417,22023,2
1726417,22033,5
1726417,24852,6
1726469,402,3
1726469,14154,4
1726469,17262,5
1726469,18226,8
1726469,21383,7
1726469,22023,9
1726469,22043,2
1726469,22935,1
1726469,24736,10
1726469,24839,6
1726631,312,14
1726631,330,28
1726631,13962,17
1726631,14169,10
1726631,17329,24
1726631,17711,29
1726631,18228,7
1726631,18231,6
1726631,19066,5
1726631,19969,21
1726631,19970,13
1726631,19972,1
1726631,19980,27
1726631,19983,11
1726631,19985,12
1726631,19986,2
1726631,19990,34
1726631,19991,22
1726631,19995,19
1726631,20003,23
1726631,20004,18
1726631,20005,8
1726631,21350,3
1726631,21622,32
1726631,22028,16
1726631,22034,26
1726631,22990,30
1726631,24730,25
1726631,24733,4
1726631,24742,9
1726631,24832,31
1726631,24838,33
1726631,24845,15
1726631,24849,20
1726742,470,5
1726742,503,13
1726742,902,2
1726742,11527,3
1726742,16956,1
1726742,18220,10
1726742,20563,7
1726742,20815,6
1726742,20817,12
1726742,22079,8
1726742,22080,4
1726742,22938,11
1726742,23149,9
1726844,262,20
1726844,339,12
1726844,465,18
1726844,466,2
1726844,470,10
1726844,477,28
1726844,481,29
1726844,902,23
1726844,917,27
1726844,934,19
1726844,13010,6
1726844,14146,4
1726844,16869,9
1726844,16956,1
1726844,16957,16
1726844,17529,13
1726844,17713,17
1726844,18220,14
1726844,18516,26
1726844,18795,5
1726844,18900,3
1726844,19038,15
1726844,20563,7
1726844,20815,21
1726844,20817,30
1726844,22040,25
1726844,22078,8
1726844,22079,11
1726844,23149,24
1726844,23555,22
1727252,287,5
1727252,365,20
1727252,13960,12
1727252,14154,9
1727252,17262,16
1727252,18228,13
1727252,19478,14
1727252,19968,4
1727252,19969,3
1727252,19970,6
1727252,19985,19
1727252,20000,17
1727252,20003,18
1727252,21622,21
1727252,21627,26
1727252,22028,8
1727252,22035,24
1727252,22039,15
1727252,24728,23
1727252,24733,11
1727252,24736,1
1727252,24832,22
1727252,24834,25
1727252,24841,7
1727252,24843,2
1727252,24845,10
1727305,342,5
1727305,413,10
1727305,11531,15
1727305,13960,7
1727305,13962,8
1727305,16773,14
1727305,17305,4
1727305,17571,13
1727305,19656,9
1727305,21383,1
1727305,22028,2
1727305,22030,3
1727305,22044,12
1727305,24847,6
1727305,24852,11
1727360,402,3
1727360,13960,8
1727360,14152,2
1727360,16773,7
1727360,17605,1
1727360,19969,4
1727360,21383,6
1727360,22030,5
1727360,24831,11
1727360,24844,10
1727360,24847,9
1727415,312,8
1727415,13960,14
1727415,13962,16
1727415,14156,12
1727415,14157,13
1727415,14169,2
1727415,16773,20
1727415,18228,15
1727415,19066,10
1727415,19969,6
1727415,19976,9
1727415,19978,11
1727415,19987,3
1727415,19995,18
1727415,20000,4
1727415,21627,19
1727415,24736,1
1727415,24838,7
1727415,24843,5
1727415,24849,17
1727474,287,16
1727474,11531,17
1727474,14157,9
1727474,18236,2
1727474,19969,3
1727474,19970,4
1727474,19974,5
1727474,19979,7
1727474,19991,11
1727474,19995,12
1727474,22046,15
1727474,24736,1
1727474,24742,13
1727474,24745,14
1727474,24838,18
1727474,24843,6
1727474,24845,8
1727474,24846,10
1727528,402,10
1727528,11817,5
1727528,14167,12
1727528,16773,15
1727528,18226,6
1727528,19656,9
1727528,19974,3
1727528,21383,11
1727528,22030,4
1727528,22046,14
1727528,24736,8
1727528,24745,13
1727528,24836,2
1727528,24846,7
1727528,24847,1
1727593,339,2
1727593,466,3
1727593,21372,1
1727673,14157,10
1727673,17710,2
1727673,17711,1
1727673,18228,6
1727673,19066,4
1727673,19968,3
1727673,19978,5
1727673,19979,8
1727673,19995,7
1727673,22033,11
1727673,22038,12
1727673,22039,9
1727673,24749,13
1727755,314,11
1727755,907,20
1727755,14157,13
1727755,17571,15
1727755,17711,1
1727755,18228,8
1727755,18231,10
1727755,19066,6
1727755,19968,2
1727755,19969,4
1727755,19978,5
1727755,19979,12
1727755,19995,9
1727755,20002,16
1727755,20005,19
1727755,22029,17
1727755,22036,7
1727755,22038,14
1727755,24841,3
1727755,24944,18
1727839,311,29
1727839,312,25
1727839,314,17
1727839,440,24
1727839,914,23
1727839,11812,33
1727839,14142,30
1727839,14169,13
1727839,17711,1
1727839,18228,7
1727839,18231,12
1727839,19066,8
1727839,19478,35
1727839,19968,5
1727839,19969,9
1727839,19970,14
1727839,19972,20
1727839,19976,16
1727839,19979,18
1727839,19990,4
1727839,19991,27
1727839,19995,11
1727839,19996,6
1727839,19999,3
1727839,20003,19
1727839,21622,31
1727839,22033,26
1727839,22034,21
1727839,22038,28
1727839,22039,22
1727839,23134,2
1727839,24733,36
1727839,24841,10
1727839,24848,37
1727839,24849,15
1727839,24944,32
1727839,24957,34
1727924,311,15
1727924,14142,18
1727924,14157,13
1727924,17711,1
1727924,18228,6
1727924,18231,8
1727924,18236,9
1727924,19066,5
1727924,19968,3
1727924,19978,4
1727924,19979,10
1727924,19980,16
1727924,19995,7
1727924,20003,11
1727924,22033,14
1727924,22034,2
1727924,22038,17
1727924,24838,12
1727924,24944,19
1728009,14157,13
1728009,14169,9
1728009,17711,1
1728009,18228,6
1728009,18231,8
1728009,19066,5
1728009,19968,2
1728009,19972,11
1728009,19978,4
1728009,19995,7
1728009,20003,10
1728009,22033,14
1728009,22034,12
1728009,22038,15
1728009,24733,16
1728009,24841,3
1728098,262,7
1728098,277,1
1728098,339,5
1728098,470,6
1728098,16870,4
1728098,17713,3
1728098,18900,2
1728098,20563,9
1728098,22040,8
1728139,470,2
1728139,21372,1
1728185,277,3
1728185,339,10
1728185,470,17
1728185,481,7
1728185,503,13
1728185,902,18
1728185,11213,16
1728185,11809,1
1728185,11810,19
1728185,13010,5
1728185,16748,14
1728185,16870,9
1728185,16957,6
1728185,18220,11
1728185,18516,15
1728185,18946,8
1728185,20563,20
1728185,20815,2
1728185,22078,12
1728185,22079,4
1728231,11810,1
1728282,470,10
1728282,11527,11
1728282,13010,8
1728282,16748,9
1728282,16870,5
1728282,16956,6
1728282,18795,3
1728282,18900,4
1728282,18946,2
1728282,21372,1
1728282,23149,7
1728327,339,6
1728327,470,3
1728327,11527,2
1728327,13010,10
1728327,16748,5
1728327,16870,9
1728327,18900,7
1728327,18946,8
1728327,21372,1
1728327,23149,4
1728527,287,11
1728527,312,1
1728527,314,10
1728527,421,6
1728527,11812,15
1728527,14157,12
1728527,18228,4
1728527,18234,8
1728527,19066,3
1728527,19995,2
1728527,20002,14
1728527,20003,9
1728527,21622,13
1728527,22025,18
1728527,22029,16
1728527,22033,5
1728527,22990,17
1728527,24841,7
1728586,283,1
1728586,402,7
1728586,929,6
1728586,11531,3
1728586,14154,4
1728586,19969,2
1728586,20003,8
1728586,22038,5
1728647,378,5
1728647,413,3
1728647,919,8
1728647,11821,2
1728647,14152,4
1728647,14162,9
1728647,16773,7
1728647,19971,6
1728647,19997,1
1728711,18218,1
1728771,283,1
1728771,342,12
1728771,378,18
1728771,392,21
1728771,402,22
1728771,929,19
1728771,11531,7
1728771,11533,15
1728771,11817,29
1728771,14145,5
1728771,14154,11
1728771,14162,17
1728771,16773,27
1728771,17305,10
1728771,19656,20
1728771,19967,3
1728771,19971,4
1728771,19974,8
1728771,20000,26
1728771,21383,23
1728771,22023,2
1728771,22030,9
1728771,22043,24
1728771,22044,25
1728771,24732,28
1728771,24734,13
1728771,24839,6
1728771,24846,14
1728771,24847,16
1728890,287,10
1728890,11531,12
1728890,13962,14
1728890,14157,5
1728890,18228,7
1728890,19066,2
1728890,19969,1
1728890,19979,11
1728890,19985,8
1728890,19995,4
1728890,20003,16
1728890,22028,6
1728890,22033,13
1728890,22039,9
1728890,24728,15
1728890,24733,17
1728890,24849,3
1728940,312,16
1728940,914,15
1728940,11531,20
1728940,11812,6
1728940,13960,12
1728940,13962,14
1728940,14139,1
1728940,18228,13
1728940,19066,3
1728940,19969,4
1728940,19970,11
1728940,19991,17
1728940,19995,5
1728940,20002,24
1728940,20003,8
1728940,20004,2
1728940,20005,7
1728940,21622,26
1728940,22028,10
1728940,22033,19
1728940,22041,9
1728940,24727,21
1728940,24733,22
1728940,24741,27
1728940,24838,23
1728940,24846,18
1728940,24848,25
1728989,287,16
1728989,11531,18
1728989,11812,26
1728989,14139,1
1728989,14157,5
1728989,14167,12
1728989,14169,6
1728989,18228,2
1728989,19066,10
1728989,19478,7
1728989,19968,3
1728989,19978,11
1728989,19990,19
1728989,19995,8
1728989,20002,27
1728989,20003,13
1728989,20005,23
1728989,21622,22
1728989,22028,9
1728989,22033,14
1728989,22038,15
1728989,22990,24
1728989,24733,20
1728989,24741,25
1728989,24838,17
1728989,24841,4
1728989,24896,21
1729041,312,17
1729041,440,16
1729041,914,15
1729041,11812,9
1729041,13962,19
1729041,14139,1
1729041,14169,7
1729041,18228,12
1729041,18231,6
1729041,18236,13
1729041,19478,4
1729041,19969,3
1729041,19995,8
1729041,19999,14
1729041,20003,10
1729041,20004,2
1729041,22028,11
1729041,22033,18
1729041,22038,5
1729093,14154,3
1729093,16773,4
1729093,17305,2
1729093,19997,1
1729141,14139,1
1729192,287,21
1729192,312,17
1729192,314,19
1729192,440,14
1729192,914,18
1729192,14139,1
1729192,14157,4
1729192,14169,7
1729192,18228,2
1729192,19066,12
1729192,19969,9
1729192,19970,15
1729192,19976,8
1729192,19978,13
1729192,19995,11
1729192,20003,6
1729192,21622,23
1729192,22033,16
1729192,22038,20
1729192,24728,24
1729192,24743,22
1729192,24747,10
1729192,24841,3
1729192,24849,5
1729243,14139,1
1729243,14157,3
1729243,18228,2
1729243,19066,7
1729243,19969,4
1729243,19991,8
1729243,19995,6
1729243,20003,11
1729243,21622,13
1729243,22033,9
1729243,22038,10
1729243,24747,5
1729243,24832,12
1729290,312,12
1729290,18228,2
1729290,18231,10
1729290,19066,3
1729290,19968,9
1729290,19969,1
1729290,19970,4
1729290,19978,7
1729290,19991,13
1729290,19995,6
1729290,20003,11
1729290,22028,5
1729290,24746,14
1729290,24849,8
1729336,330,4
1729336,11531,16
1729336,14157,5
1729336,18228,12
1729336,18236,13
1729336,19066,10
1729336,19969,1
1729336,19978,9
1729336,19981,11
1729336,19985,7
1729336,19995,2
1729336,20003,15
1729336,24728,14
1729336,24742,3
1729336,24842,6
1729336,24849,8
1729359,13962,10
1729359,14139,1
1729359,14154,7
1729359,14157,4
1729359,18228,2
1729359,19969,5
1729359,19978,8
1729359,19995,6
1729359,21622,11
1729359,22038,9
1729359,24841,3
1729373,287,11
1729373,11812,15
1729373,14139,1
1729373,14157,4
1729373,18228,2
1729373,19066,7
1729373,19478,5
1729373,19978,8
1729373,19983,13
1729373,19995,6
1729373,20002,16
1729373,20003,12
1729373,21622,17
1729373,22029,14
1729373,22033,9
1729373,22038,10
1729373,24841,3
1729390,13962,4
1729390,17012,6
1729390,19969,3
1729390,19994,5
1729390,19997,1
1729390,22030,2
1729390,22043,7
1729390,24831,8
1729405,312,12
1729405,914,11
1729405,14157,3
1729405,18228,5
1729405,19066,2
1729405,19969,1
1729405,19970,6
1729405,19979,8
1729405,19990,15
1729405,19995,7
1729405,20003,9
1729405,22028,4
1729405,22039,10
1729405,24748,13
1729405,24847,14
1729422,312,9
