bill_id,people_id,position
1669556,16956,4
1669556,17529,6
1669556,20563,10
1669556,20816,12
1669556,22040,1
1669556,22078,11
1669556,22079,7
1669556,22080,8
1669556,23149,13
1669579,11527,4
1669579,16869,1
1669579,21372,3
1669579,23555,2
1669597,339,6
1669597,902,7
1669597,16869,3
1669597,16870,2
1669597,17529,1
1669597,18946,5
1669597,21372,4
1669619,277,2
1669619,339,1
1669619,465,6
1669619,16748,5
1669619,16869,3
1669619,16956,4
1669638,277,1
1669638,470,6
1669638,11213,8
1669638,16748,7
1669638,16869,5
1669638,16870,2
1669638,17529,9
1669638,18946,3
1669638,19038,4
1669657,277,1
1669657,16869,2
1669657,17529,3
1669676,470,9
1669676,477,2
1669676,481,1
1669676,503,11
1669676,931,14
1669676,13010,7
1669676,16957,3
1669676,18220,12
1669676,18516,5
1669676,20563,13
1669676,20815,4
1669676,20816,15
1669676,22078,6
1669676,22079,10
1669676,23149,8
1669700,470,12
1669700,477,5
1669700,481,2
1669700,503,10
1669700,16957,1
1669700,18220,11
1669700,18516,4
1669700,20563,7
1669700,20815,3
1669700,20816,13
1669700,22078,6
1669700,22079,9
1669700,23149,8
1669718,465,1
1669718,470,10
1669718,477,4
1669718,503,3
1669718,931,9
1669718,11527,11
1669718,13010,6
1669718,18795,7
1669718,18900,2
1669718,20563,12
1669718,22078,5
1669718,22079,8
1669736,470,9
1669736,477,3
1669736,481,1
1669736,503,7
1669736,931,10
1669736,13010,4
1669736,18220,11
1669736,18516,8
1669736,20815,2
1669736,20816,13
1669736,22078,5
1669736,22079,12
1669736,23149,6
1669755,470,10
1669755,477,5
1669755,481,1
1669755,503,12
1669755,931,3
1669755,11213,14
1669755,13010,2
1669755,16956,9
1669755,16957,7
1669755,18220,6
1669755,20563,8
1669755,20815,11
1669755,20816,15
1669755,20817,4
1669755,22078,16
1669755,22079,17
1669755,23149,13
1669775,277,1
1669775,339,16
1669775,466,19
1669775,470,15
1669775,503,12
1669775,931,14
1669775,11809,11
1669775,13010,3
1669775,16748,6
1669775,16869,8
1669775,16870,2
1669775,16956,4
1669775,17529,13
1669775,18220,18
1669775,18795,10
1669775,20563,5
1669775,22078,9
1669775,22080,17
1669775,23149,7
1669792,470,8
1669792,477,3
1669792,481,1
1669792,503,6
1669792,931,9
1669792,18220,10
1669792,18516,7
1669792,20815,2
1669792,20816,12
1669792,22078,4
1669792,22079,11
1669792,23149,5
1669809,470,7
1669809,481,4
1669809,503,9
1669809,16957,3
1669809,18220,2
1669809,18516,11
1669809,20563,10
1669809,20816,1
1669809,22078,5
1669809,22079,8
1669809,23149,6
1669927,277,1
1669927,16748,2
1669927,22040,3
1670019,470,3
1670019,503,10
1670019,917,13
1670019,931,14
1670019,11213,11
1670019,13010,5
1670019,14146,6
1670019,16869,2
1670019,16956,1
1670019,16957,8
1670019,18220,7
1670019,20563,9
1670019,22078,12
1670019,22080,4
1670112,470,2
1670112,503,3
1670112,16956,1
1670112,22078,4
1670210,470,2
1670210,481,3
1670210,13010,4
1670210,16956,1
1670210,20563,5
1670210,22078,6
1670210,22079,7
1670302,466,3
1670302,16956,1
1670302,17713,2
1670302,22040,5
1670302,22079,4
1670392,339,8
1670392,465,12
1670392,466,7
1670392,470,5
1670392,503,18
1670392,902,2
1670392,931,11
1670392,11527,13
1670392,16869,10
1670392,16956,1
1670392,18795,4
1670392,20563,9
1670392,20816,17
1670392,20817,16
1670392,21372,6
1670392,22078,15
1670392,22080,3
1670392,23149,14
1670482,465,2
1670482,16869,7
1670482,17529,8
1670482,18946,4
1670482,19038,1
1670482,21372,5
1670482,22040,6
1670482,22938,3
1670579,470,12
1670579,477,5
1670579,481,7
1670579,503,1
1670579,931,10
1670579,11213,8
1670579,13010,2
1670579,16957,6
1670579,18516,14
1670579,20563,4
1670579,20815,13
1670579,22078,9
1670579,22081,11
1670579,23149,3
1670668,470,5
1670668,11527,11
1670668,16869,1
1670668,16870,2
1670668,16956,4
1670668,16957,9
1670668,18220,8
1670668,20563,7
1670668,20817,10
1670668,21372,3
1670668,22040,6
1670668,22079,12
1670764,470,4
1670764,477,2
1670764,503,1
1670764,931,3
1670851,477,5
1670851,481,3
1670851,503,1
1670851,931,12
1670851,11213,6
1670851,16957,2
1670851,18220,13
1670851,18516,10
1670851,20563,8
1670851,20815,4
1670851,20816,14
1670851,22078,7
1670851,22079,11
1670851,23149,9
1684224,277,1
1684224,466,3
1684224,470,11
1684224,11213,2
1684224,17529,8
1684224,18220,9
1684224,18516,7
1684224,18795,6
1684224,18946,5
1684224,20563,14
1684224,20817,12
1684224,21372,10
1684224,22078,4
1684224,22080,13
1684224,23149,15
1685077,470,7
1685077,477,3
1685077,481,1
1685077,503,9
1685077,11213,8
1685077,13010,4
1685077,16957,2
1685077,18516,6
1685077,20563,10
1685077,23149,5
1685089,277,3
1685089,466,1
1685089,470,11
1685089,477,5
1685089,503,10
1685089,13010,6
1685089,16869,9
1685089,16870,4
1685089,18516,2
1685089,20563,8
1685089,22078,7
1685089,22081,12
1685101,465,1
1685101,470,4
1685101,503,11
1685101,931,2
1685101,13010,7
1685101,16957,5
1685101,17713,6
1685101,18220,12
1685101,18516,15
1685101,18900,3
1685101,20563,8
1685101,20815,14
1685101,22078,9
1685101,22079,13
1685101,23149,10
1685114,934,1
1685114,11213,7
1685114,13010,2
1685114,16748,5
1685114,16869,4
1685114,18946,6
1685114,19038,3
1685125,16869,2
1685125,19038,1
1685125,22078,3
1685141,470,3
1685141,917,5
1685141,11527,4
1685141,16869,1
1685141,16956,2
1685141,20816,6
1685154,465,1
1685154,470,3
1685154,503,11
1685154,931,2
1685154,13010,7
1685154,16957,5
1685154,17713,6
1685154,18220,12
1685154,18516,16
1685154,18900,4
1685154,20563,8
1685154,20815,14
1685154,20816,15
1685154,22078,9
1685154,22079,13
1685154,23149,10
1685169,465,1
1685169,470,4
1685169,503,11
1685169,931,2
1685169,13010,7
1685169,16957,5
1685169,17713,6
1685169,18220,12
1685169,18516,15
1685169,18900,3
1685169,20563,8
1685169,20815,14
1685169,22078,9
1685169,22079,13
1685169,23149,10
1685180,465,3
1685180,934,2
1685180,16869,1
1685192,470,4
1685192,477,2
1685192,11213,1
1685192,18516,6
1685192,20563,3
1685192,20816,5
1685209,470,7
1685209,503,5
1685209,902,4
1685209,16870,2
1685209,18795,1
1685209,21372,3
1685209,22079,8
1685209,23149,6
1685222,277,4
1685222,466,11
1685222,470,14
1685222,477,6
1685222,481,5
1685222,503,1
1685222,931,12
1685222,11213,7
1685222,16869,15
1685222,16870,10
1685222,16956,13
1685222,16957,2
1685222,17529,18
1685222,18220,9
1685222,18516,19
1685222,20815,16
1685222,22079,3
1685222,22080,8
1685222,23149,17
1685236,470,5
1685236,16869,4
1685236,16870,3
1685236,18795,2
1685236,21372,1
1685236,22080,6
1685250,466,1
1685250,470,14
1685250,477,4
1685250,503,12
1685250,931,10
1685250,11213,5
1685250,13010,7
1685250,16869,6
1685250,16870,3
1685250,16956,8
1685250,17529,15
1685250,18220,9
1685250,18516,16
1685250,18946,13
1685250,22078,11
1685250,22079,2
1685263,466,1
1685263,470,2
1685276,465,1
1685276,470,4
1685276,503,11
1685276,931,2
1685276,13010,7
1685276,16957,5
1685276,17713,6
1685276,18220,12
1685276,18516,15
1685276,18900,3
1685276,20563,8
1685276,20815,14
1685276,22078,9
1685276,22079,13
1685276,23149,10
1685287,477,2
1685287,503,1
1685287,11213,3
1685287,16869,6
1685287,18900,5
1685287,22040,4
1685300,470,2
1685300,16869,3
1685300,21372,1
1685313,470,6
1685313,477,3
1685313,481,4
1685313,503,1
1685313,13010,5
1685313,16957,2
1685313,18516,8
1685313,22078,9
1685313,23149,7
1685322,477,3
1685322,503,8
1685322,931,2
1685322,11213,5
1685322,18220,4
1685322,18516,6
1685322,20816,1
1685322,22079,7
1685465,470,6
1685465,477,2
1685465,18220,1
1685465,18516,10
1685465,20563,9
1685465,20815,3
1685465,20816,8
1685465,22078,4
1685465,22081,7
1685465,23149,5
1685578,339,7
1685578,934,1
1685578,11527,8
1685578,16748,3
1685578,16869,5
1685578,16956,2
1685578,17529,6
1685578,18946,4
1685687,470,7
1685687,477,3
1685687,902,9
1685687,11213,6
1685687,13010,1
1685687,18220,2
1685687,18516,11
1685687,20815,8
1685687,22079,5
1685687,22081,10
1685687,23149,4
1685801,21372,1
1685901,503,9
1685901,931,5
1685901,11809,7
1685901,13010,6
1685901,16748,4
1685901,16869,11
1685901,16870,3
1685901,17529,1
1685901,18220,10
1685901,20563,2
1685901,21372,8
1685901,22079,14
1685901,22080,12
1685901,22081,13
1687908,262,6
1687908,277,7
1687908,902,5
1687908,16748,4
1687908,16869,3
1687908,18795,2
1687908,21372,1
1687917,470,1
1687917,477,2
1687917,481,4
1687917,503,9
1687917,931,13
1687917,11213,12
1687917,13010,6
1687917,16957,3
1687917,18220,15
1687917,18516,10
1687917,20563,5
1687917,20815,14
1687917,20817,17
1687917,22078,7
1687917,22079,11
1687917,22081,16
1687917,23149,8
1687928,277,1
1687928,934,4
1687928,16869,3
1687928,16956,2
1687936,466,21
1687936,470,9
1687936,477,1
1687936,481,16
1687936,503,12
1687936,931,14
1687936,11213,10
1687936,13010,6
1687936,14146,19
1687936,16957,2
1687936,18220,13
1687936,18516,4
1687936,20563,7
1687936,20815,3
1687936,20816,18
1687936,20817,15
1687936,22078,5
1687936,22079,11
1687936,22081,17
1687936,23149,8
1687936,23556,20
1687947,277,3
1687947,11213,7
1687947,11527,4
1687947,13010,6
1687947,18795,1
1687947,18900,2
1687947,22040,5
1687958,16869,6
1687958,16956,2
1687958,17529,4
1687958,21372,1
1687958,22040,5
1687958,22938,3
1687968,262,3
1687968,339,8
1687968,470,6
1687968,503,12
1687968,11527,4
1687968,13010,10
1687968,14146,7
1687968,16869,11
1687968,16956,5
1687968,17529,13
1687968,18946,1
1687968,22040,9
1687968,23149,2
1687980,481,1
