bill_id,document_id,document_type,document_size,document_mime,document_desc,url,state_link
1724272,2722769,text,64306,application/pdf,Introduced,https://legiscan.com/PA/text/HB1/id/2722769,https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=0001&pn=0004
1723866,2722451,text,83575,application/pdf,Introduced,https://legiscan.com/PA/text/HB2/id/2722451,https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=0002&pn=0005
1773739,2832863,text,108363,application/pdf,Introduced,https://legiscan.com/PA/text/HB19/id/2832863,https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=0019&pn=1816
1745716,2758930,text,76317,application/pdf,Introduced,https://legiscan.com/PA/text/HB20/id/2758930,https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=0020&pn=0605
1724313,2731959,text,72702,application/pdf,Introduced,https://legiscan.com/PA/text/HB21/id/2731959,https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=0021&pn=0011
1724353,2733246,text,69714,application/pdf,Introduced,https://legiscan.com/PA/text/HB22/id/2733246,https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=0022&pn=0012
1724112,2732026,text,74518,application/pdf,Introduced,https://legiscan.com/PA/text/HB23/id/2732026,https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=0023&pn=0013
1723906,2733241,text,75957,application/pdf,Introduced,https://legiscan.com/PA/text/HB24/id/2733241,https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=0024&pn=0014
1723747,2731558,text,76381,application/pdf,Introduced,https://legiscan.com/PA/text/HB25/id/2731558,https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=0025&pn=0015
1723713,2733247,text,67100,application/pdf,Introduced,https://legiscan.com/PA/text/HB26/id/2733247,https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=0026&pn=0016
1724234,2733215,text,66760,application/pdf,Introduced,https://legiscan.com/PA/text/HB27/id/2733215,https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=0027&pn=0017
1724234,2829389,text,90080,application/pdf,Amended,https://legiscan.com/PA/text/HB27/id/2829389,https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=0027&pn=1639
1724234,2841568,text,98517,application/pdf,Amended,https://legiscan.com/PA/text/HB27/id/2841568,https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=0027&pn=1987
1724234,2841994,text,239483,application/pdf,Amended,https://legiscan.com/PA/text/HB27/id/2841994,https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=0027&pn=2004
1724234,2843942,text,397969,application/pdf,Amended,https://legiscan.com/PA/text/HB27/id/2843942,https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=0027&pn=2106
1724072,2733208,text,64234,application/pdf,Introduced,https://legiscan.com/PA/text/HB28/id/2733208,https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=0028&pn=0018
1723946,2733211,text,76745,application/pdf,Introduced,https://legiscan.com/PA/text/HB29/id/2733211,https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=0029&pn=0019
1724152,2731954,text,65134,application/pdf,Introduced,https://legiscan.com/PA/text/HB30/id/2731954,https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=0030&pn=0020
1723824,2733207,text,86587,application/pdf,Introduced,https://legiscan.com/PA/text/HB31/id/2733207,https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=0031&pn=0021
1723785,2733232,text,69169,application/pdf,Introduced,https://legiscan.com/PA/text/HB32/id/2733232,https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=0032&pn=0022
1724401,2733198,text,65805,application/pdf,Introduced,https://legiscan.com/PA/text/HB33/id/2733198,https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=0033&pn=0023
1724193,2731588,text,66084,application/pdf,Introduced,https://legiscan.com/PA/text/HB34/id/2731588,https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=0034&pn=0120
1723987,2733243,text,67295,application/pdf,Introduced,https://legiscan.com/PA/text/HB35/id/2733243,https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=0035&pn=0024
1725913,2732667,text,93370,application/pdf,Introduced,https://legiscan.com/PA/text/HB36/id/2732667,https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=0036&pn=0025
1725230,2732741,text,63286,application/pdf,Introduced,https://legiscan.com/PA/text/HB37/id/2732741,https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=0037&pn=0026
1725184,2732587,text,70734,application/pdf,Introduced,https://legiscan.com/PA/text/HB38/id/2732587,https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=0038&pn=0027
1725209,2732624,text,67892,application/pdf,Introduced,https://legiscan.com/PA/text/HB39/id/2732624,https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=0039&pn=0028
1725277,2732706,text,65653,application/pdf,Introduced,https://legiscan.com/PA/text/HB40/id/2732706,https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=0040&pn=0029
1725090,2732643,text,78425,application/pdf,Introduced,https://legiscan.com/PA/text/HB41/id/2732643,https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=0041&pn=0030
1725161,2731744,text,64123,application/pdf,Introduced,https://legiscan.com/PA/text/HB42/id/2731744,https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=0042&pn=0031
1725161,3011778,text,79727,application/pdf,Amended,https://legiscan.com/PA/text/HB42/id/3011778,https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=0042&pn=3381
1725017,2733141,text,66476,application/pdf,Introduced,https://legiscan.com/PA/text/HB43/id/2733141,https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=0043&pn=0032
1725040,2731966,text,68244,application/pdf,Introduced,https://legiscan.com/PA/text/HB44/id/2731966,https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=0044&pn=0033
1725066,2732683,text,63337,application/pdf,Introduced,https://legiscan.com/PA/text/HB45/id/2732683,https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=0045&pn=0034
1725110,2732747,text,64805,application/pdf,Introduced,https://legiscan.com/PA/text/HB46/id/2732747,https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=0046&pn=0035
1725136,2732703,text,77643,application/pdf,Introduced,https://legiscan.com/PA/text/HB47/id/2732703,https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=0047&pn=0036
1725299,2733112,text,76989,application/pdf,Introduced,https://legiscan.com/PA/text/HB48/id/2733112,https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=0048&pn=0037
1724997,2733197,text,67873,application/pdf,Introduced,https://legiscan.com/PA/text/HB49/id/2733197,https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=0049&pn=0038
1725253,2732753,text,75834,application/pdf,Introduced,https://legiscan.com/PA/text/HB50/id/2732753,https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=0050&pn=0039
1725820,2733134,text,64266,application/pdf,Introduced,https://legiscan.com/PA/text/HB51/id/2733134,https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=0051&pn=0040
1725487,2732709,text,98988,application/pdf,Introduced,https://legiscan.com/PA/text/HB52/id/2732709,https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=0052&pn=0041
1725770,2731980,text,65188,application/pdf,Introduced,https://legiscan.com/PA/text/HB53/id/2731980,https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=0053&pn=0042
1725563,2732690,text,63934,application/pdf,Introduced,https://legiscan.com/PA/text/HB54/id/2732690,https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=0054&pn=0043
1725354,2733144,text,70351,application/pdf,Introduced,https://legiscan.com/PA/text/HB55/id/2733144,https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=0055&pn=0044
1725796,2732716,text,66633,application/pdf,Introduced,https://legiscan.com/PA/text/HB56/id/2732716,https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=0056&pn=0045
1725720,2732648,text,62650,application/pdf,Introduced,https://legiscan.com/PA/text/HB57/id/2732648,https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=0057&pn=0046
1725750,2732659,text,74402,application/pdf,Introduced,https://legiscan.com/PA/text/HB58/id/2732659,https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=0058&pn=0047
1725441,2731823,text,66321,application/pdf,Introduced,https://legiscan.com/PA/text/HB59/id/2731823,https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=0059&pn=0048
1725509,2733224,text,73775,application/pdf,Introduced,https://legiscan.com/PA/text/HB60/id/2733224,https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=0060&pn=0049
1725651,2732731,text,71889,application/pdf,Introduced,https://legiscan.com/PA/text/HB61/id/2732731,https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=0061&pn=0050
1725419,2731955,text,82085,application/pdf,Introduced,https://legiscan.com/PA/text/HB62/id/2731955,https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=0062&pn=0051
1725867,2731643,text,71175,application/pdf,Introduced,https://legiscan.com/PA/text/HB63/id/2731643,https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=0063&pn=0052
1726029,2732695,text,63985,application/pdf,Introduced,https://legiscan.com/PA/text/HB64/id/2732695,https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=0064&pn=0053
1726079,2731967,text,66833,application/pdf,Introduced,https://legiscan.com/PA/text/HB65/id/2731967,https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=0065&pn=0054
1725584,2732756,text,63934,application/pdf,Introduced,https://legiscan.com/PA/text/HB66/id/2732756,https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=0066&pn=0055
1725842,2732649,text,66444,application/pdf,Introduced,https://legiscan.com/PA/text/HB67/id/2732649,https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=0067&pn=0056
1725375,2732712,text,65314,application/pdf,Introduced,https://legiscan.com/PA/text/HB68/id/2732712,https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=0068&pn=0057
1725973,2733138,text,78774,application/pdf,Introduced,https://legiscan.com/PA/text/HB69/id/2733138,https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=0069&pn=0058
1725673,2733146,text,64471,application/pdf,Introduced,https://legiscan.com/PA/text/HB70/id/2733146,https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=0070&pn=0059
1726001,2732657,text,64386,application/pdf,Introduced,https://legiscan.com/PA/text/HB71/id/2732657,https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=0071&pn=0060
1726057,2732725,text,71528,application/pdf,Introduced,https://legiscan.com/PA/text/HB72/id/2732725,https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=0072&pn=0061
1726057,2824323,text,78033,application/pdf,Amended,https://legiscan.com/PA/text/HB72/id/2824323,https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=0072&pn=1455
1725537,2732681,text,62627,application/pdf,Introduced,https://legiscan.com/PA/text/HB73/id/2732681,https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=0073&pn=0062
1725537,2845754,text,68176,application/pdf,Amended,https://legiscan.com/PA/text/HB73/id/2845754,https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=0073&pn=2125
1725335,2732644,text,104524,application/pdf,Introduced,https://legiscan.com/PA/text/HB74/id/2732644,https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=0074&pn=0063
1725398,2732696,text,66827,application/pdf,Introduced,https://legiscan.com/PA/text/HB75/id/2732696,https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=0075&pn=0064
1725891,2732672,text,63440,application/pdf,Introduced,https://legiscan.com/PA/text/HB76/id/2732672,https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=0076&pn=0065
1725695,2732616,text,73875,application/pdf,Introduced,https://legiscan.com/PA/text/HB77/id/2732616,https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=0077&pn=0066
1725607,2731860,text,72478,application/pdf,Introduced,https://legiscan.com/PA/text/HB78/id/2731860,https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=0078&pn=0067
1725607,2827412,text,89549,application/pdf,Amended,https://legiscan.com/PA/text/HB78/id/2827412,https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=0078&pn=1591
1725607,2829720,text,86279,application/pdf,Amended,https://legiscan.com/PA/text/HB78/id/2829720,https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=0078&pn=1675
1725463,2733177,text,65340,application/pdf,Introduced,https://legiscan.com/PA/text/HB79/id/2733177,https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=0079&pn=0068
1725626,2732630,text,66176,application/pdf,Introduced,https://legiscan.com/PA/text/HB80/id/2732630,https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=0080&pn=0069
1726312,2732618,text,63612,application/pdf,Introduced,https://legiscan.com/PA/text/HB81/id/2732618,https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=0081&pn=0070
1726261,2732617,text,120239,application/pdf,Introduced,https://legiscan.com/PA/text/HB82/id/2732617,https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=0082&pn=0071
1726363,2731902,text,62365,application/pdf,Introduced,https://legiscan.com/PA/text/HB83/id/2731902,https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=0083&pn=0072
1726213,2732623,text,71491,application/pdf,Introduced,https://legiscan.com/PA/text/HB84/id/2732623,https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=0084&pn=0073
1726417,2731822,text,89473,application/pdf,Introduced,https://legiscan.com/PA/text/HB85/id/2731822,https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=0085&pn=0074
1726469,2732613,text,81340,application/pdf,Introduced,https://legiscan.com/PA/text/HB86/id/2732613,https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=0086&pn=0075
1726631,2731941,text,67561,application/pdf,Introduced,https://legiscan.com/PA/text/HB87/id/2731941,https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=0087&pn=0076
1727360,2732583,text,65391,application/pdf,Introduced,https://legiscan.com/PA/text/HB88/id/2732583,https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=0088&pn=0077
1727415,2732584,text,66288,application/pdf,Introduced,https://legiscan.com/PA/text/HB89/id/2732584,https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=0089&pn=0078
1727474,2732571,text,65221,application/pdf,Introduced,https://legiscan.com/PA/text/HB90/id/2732571,https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=0090&pn=0079
1727252,2732575,text,74737,application/pdf,Introduced,https://legiscan.com/PA/text/HB91/id/2732575,https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=0091&pn=0080
1727305,2732564,text,62137,application/pdf,Introduced,https://legiscan.com/PA/text/HB92/id/2732564,https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=0092&pn=0081
1727528,2732585,text,68784,application/pdf,Introduced,https://legiscan.com/PA/text/HB93/id/2732585,https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=0093&pn=0082
1727528,3011270,text,85449,application/pdf,Amended,https://legiscan.com/PA/text/HB93/id/3011270,https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=0093&pn=3372
1727924,2732582,text,68745,application/pdf,Introduced,https://legiscan.com/PA/text/HB94/id/2732582,https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=0094&pn=0083
1727755,2732395,text,71973,application/pdf,Introduced,https://legiscan.com/PA/text/HB95/id/2732395,https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=0095&pn=0007
1727755,2788373,text,78868,application/pdf,Amended,https://legiscan.com/PA/text/HB95/id/2788373,https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=0095&pn=0957
1728009,2731968,text,65707,application/pdf,Introduced,https://legiscan.com/PA/text/HB96/id/2731968,https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=0096&pn=0084
1727673,2732558,text,68540,application/pdf,Introduced,https://legiscan.com/PA/text/HB97/id/2732558,https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=0097&pn=0008
1727839,2731957,text,84374,application/pdf,Introduced,https://legiscan.com/PA/text/HB98/id/2731957,https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=0098&pn=0085
1727839,2969407,text,107398,application/pdf,Amended,https://legiscan.com/PA/text/HB98/id/2969407,https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=0098&pn=2819
1728647,2732554,text,150396,application/pdf,Introduced,https://legiscan.com/PA/text/HB99/id/2732554,https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=0099&pn=0086
1728527,2732555,text,63822,application/pdf,Introduced,https://legiscan.com/PA/text/HB100/id/2732555,https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=0100&pn=0087
1728527,2789786,text,75560,application/pdf,Amended,https://legiscan.com/PA/text/HB100/id/2789786,https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=0100&pn=0965
1728527,2796216,text,73429,application/pdf,Amended,https://legiscan.com/PA/text/HB100/id/2796216,https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=0100&pn=1093
1728586,2732482,text,73289,application/pdf,Introduced,https://legiscan.com/PA/text/HB101/id/2732482,https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=0101&pn=0009
1728771,2732573,text,80257,application/pdf,Introduced,https://legiscan.com/PA/text/HB102/id/2732573,https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=0102&pn=0010
1729093,2733196,text,74828,application/pdf,Introduced,https://legiscan.com/PA/text/HB103/id/2733196,https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=0103&pn=0088
1729390,2733583,text,64141,application/pdf,Introduced,https://legiscan.com/PA/text/HB104/id/2733583,https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=0104&pn=0089
